creator_id	creator_display	normalized_name	name_variants	life_dates	culture_or_tradition	notes
creator_01274	Joao Guimaraes Rosa	joao guimaraes rosa	""	""	""	Bootstrapped from incumbent path
creator_01275	Harry Martinson	harry martinson	""	""	""	Bootstrapped from incumbent path
creator_01276	Thakazhi Sivasankara Pillai	thakazhi sivasankara pillai	""	""	""	Bootstrapped from incumbent path
creator_01277	Ferdinand Oyono	ferdinand oyono	""	""	""	Bootstrapped from incumbent path
creator_01278	Allen Ginsberg	allen ginsberg	""	""	""	Bootstrapped from incumbent path
creator_01279	Yannis Ritsos	yannis ritsos	""	""	""	Bootstrapped from incumbent path
creator_01280	Kateb Yacine	kateb yacine	""	""	""	Bootstrapped from incumbent path
creator_01281	Sam Selvon	sam selvon	""	""	""	Bootstrapped from incumbent path
creator_01282	Mongo Beti	mongo beti	""	""	""	Bootstrapped from incumbent path
creator_01283	Friedrich Durrenmatt	friedrich durrenmatt	""	""	""	Bootstrapped from incumbent path
creator_01284	Khushwant Singh	khushwant singh	""	""	""	Bootstrapped from incumbent path
creator_01285	Antonio Di Benedetto	antonio di benedetto	""	""	""	Bootstrapped from incumbent path
creator_01286	S. E. K. Mqhayi	s e k mqhayi	""	""	""	Bootstrapped from incumbent path
creator_01287	Advaita Mallabarman	advaita mallabarman	""	""	""	Bootstrapped from incumbent path
creator_01288	Rosario Castellanos	rosario castellanos	""	""	""	Bootstrapped from incumbent path
creator_01289	Lil Bahadur Chettri	lil bahadur chettri	""	""	""	Bootstrapped from incumbent path
creator_01290	Boris Pasternak	boris pasternak	""	""	""	Bootstrapped from incumbent path
creator_01291	Balys Sruoga	balys sruoga	""	""	""	Bootstrapped from incumbent path
creator_01292	Carlo Emilio Gadda	carlo emilio gadda	""	""	""	Bootstrapped from incumbent path
creator_01293	Tarjei Vesaas	tarjei vesaas	""	""	""	Bootstrapped from incumbent path
creator_01294	Enchi Fumiko	enchi fumiko	""	""	""	Bootstrapped from incumbent path
creator_01295	Jonas Lie	jonas lie	""	""	""	Bootstrapped from incumbent path
creator_01296	Jack Kerouac	jack kerouac	""	""	""	Bootstrapped from incumbent path
creator_01297	Max Frisch	max frisch	""	""	""	Bootstrapped from incumbent path
creator_01298	Chinua Achebe	chinua achebe	""	""	""	Bootstrapped from incumbent path
creator_01299	Mohan Rakesh	mohan rakesh	""	""	""	Bootstrapped from incumbent path
creator_01300	Jose Maria Arguedas	jose maria arguedas	""	""	""	Bootstrapped from incumbent path
creator_01301	Shaukat Siddiqui	shaukat siddiqui	""	""	""	Bootstrapped from incumbent path
creator_01302	M. T. Vasudevan Nair	m t vasudevan nair	""	""	""	Bootstrapped from incumbent path
creator_01303	Oe Kenzaburo	oe kenzaburo	""	""	""	Bootstrapped from incumbent path
creator_01304	Willem Frederik Hermans	willem frederik hermans	""	""	""	Bootstrapped from incumbent path
creator_01305	Giuseppe Tomasi di Lampedusa	giuseppe tomasi di lampedusa	""	""	""	Bootstrapped from incumbent path
creator_01306	T. H. White	t h white	""	""	""	Bootstrapped from incumbent path
creator_01307	Carlos Fuentes	carlos fuentes	""	""	""	Bootstrapped from incumbent path
creator_01308	Antanas Skema	antanas skema	""	""	""	Bootstrapped from incumbent path
creator_01309	Chingiz Aitmatov	chingiz aitmatov	""	""	""	Bootstrapped from incumbent path
creator_01310	Lorraine Hansberry	lorraine hansberry	""	""	""	Bootstrapped from incumbent path
creator_01311	Vasily Grossman	vasily grossman	""	""	""	Bootstrapped from incumbent path
creator_01312	Walter M. Miller Jr.	walter m miller jr	""	""	""	Bootstrapped from incumbent path
creator_01313	Paule Marshall	paule marshall	""	""	""	Bootstrapped from incumbent path
creator_01314	Ezekiel Mphahlele	ezekiel mphahlele	""	""	""	Bootstrapped from incumbent path
creator_01315	V. S. Naipaul	v s naipaul	""	""	""	Bootstrapped from incumbent path
creator_01316	Qurratulain Hyder	qurratulain hyder	""	""	""	Bootstrapped from incumbent path
creator_01317	Geza Ottlik	geza ottlik	""	""	""	Bootstrapped from incumbent path
creator_01318	Odysseas Elytis	odysseas elytis	""	""	""	Bootstrapped from incumbent path
creator_01319	Wole Soyinka	wole soyinka	""	""	""	Bootstrapped from incumbent path
creator_01320	Ariyoshi Sawako	ariyoshi sawako	""	""	""	Bootstrapped from incumbent path
creator_01321	Gunter Grass	gunter grass	""	""	""	Bootstrapped from incumbent path
creator_01322	Vaino Linna	vaino linna	""	""	""	Bootstrapped from incumbent path
creator_01323	V. S. Khandekar	v s khandekar	""	""	""	Bootstrapped from incumbent path
creator_01324	Robert Lowell	robert lowell	""	""	""	Bootstrapped from incumbent path
creator_01325	William S. Burroughs	william s burroughs	""	""	""	Bootstrapped from incumbent path
creator_01326	Carolina Maria de Jesus	carolina maria de jesus	""	""	""	Bootstrapped from incumbent path
creator_01327	Ousmane Sembene	ousmane sembene	""	""	""	Bootstrapped from incumbent path
creator_01328	Wilson Harris	wilson harris	""	""	""	Bootstrapped from incumbent path
creator_01329	Edna O'Brien	edna obrien	""	""	""	Bootstrapped from incumbent path
creator_01330	Latifa al-Zayyat	latifa al zayyat	""	""	""	Bootstrapped from incumbent path
creator_01331	John Barth	john barth	""	""	""	Bootstrapped from incumbent path
creator_01332	Choi In-hun	choi in hun	""	""	""	Bootstrapped from incumbent path
creator_01333	John Updike	john updike	""	""	""	Bootstrapped from incumbent path
creator_01334	Lawrence Durrell	lawrence durrell	""	""	""	Bootstrapped from incumbent path
creator_01335	Cheikh Hamidou Kane	cheikh hamidou kane	""	""	""	Bootstrapped from incumbent path
creator_01336	Xose Neira Vilas	xose neira vilas	""	""	""	Bootstrapped from incumbent path
creator_01337	Gabriel Garcia Marquez	gabriel garcia marquez	""	""	""	Bootstrapped from incumbent path
creator_01338	Stanislaw Lem	stanislaw lem	""	""	""	Bootstrapped from incumbent path
creator_01339	Walker Percy	walker percy	""	""	""	Bootstrapped from incumbent path
creator_01340	Norton Juster	norton juster	""	""	""	Bootstrapped from incumbent path
creator_01341	Muriel Spark	muriel spark	""	""	""	Bootstrapped from incumbent path
creator_01342	Nick Joaquin	nick joaquin	""	""	""	Bootstrapped from incumbent path
creator_01343	Joseph Heller	joseph heller	""	""	""	Bootstrapped from incumbent path
creator_01344	Adonis	adonis	""	""	""	Bootstrapped from incumbent path
creator_01345	Alex La Guma	alex la guma	""	""	""	Bootstrapped from incumbent path
creator_01346	Madeleine L'Engle	madeleine lengle	""	""	""	Bootstrapped from incumbent path
creator_01347	Khadija Mastur	khadija mastur	""	""	""	Bootstrapped from incumbent path
creator_01348	Ghassan Kanafani	ghassan kanafani	""	""	""	Bootstrapped from incumbent path
creator_01349	Aleksandr Solzhenitsyn	aleksandr solzhenitsyn	""	""	""	Bootstrapped from incumbent path
creator_01350	Chadraabalyn Lodoidamba	chadraabalyn lodoidamba	""	""	""	Bootstrapped from incumbent path
creator_01351	J. G. Ballard	j g ballard	""	""	""	Bootstrapped from incumbent path
creator_01352	Doris Lessing	doris lessing	""	""	""	Bootstrapped from incumbent path
creator_01353	Philip K. Dick	philip k dick	""	""	""	Bootstrapped from incumbent path
creator_01354	Miyazawa Kenji	miyazawa kenji	""	""	""	Bootstrapped from incumbent path
creator_01355	Merce Rodoreda	merce rodoreda	""	""	""	Bootstrapped from incumbent path
creator_01356	Abe Kobo	abe kobo	""	""	""	Bootstrapped from incumbent path
creator_01357	Luis Martin-Santos	luis martin santos	""	""	""	Bootstrapped from incumbent path
creator_01358	Edward Albee	edward albee	""	""	""	Bootstrapped from incumbent path
creator_01359	Anthony Burgess	anthony burgess	""	""	""	Bootstrapped from incumbent path
creator_01360	Ken Kesey	ken kesey	""	""	""	Bootstrapped from incumbent path
creator_01361	Kurt Vonnegut	kurt vonnegut	""	""	""	Bootstrapped from incumbent path
creator_01362	Bhalchandra Nemade	bhalchandra nemade	""	""	""	Bootstrapped from incumbent path
creator_01363	Jose Luandino Vieira	jose luandino vieira	""	""	""	Bootstrapped from incumbent path
creator_01364	Elena Garro	elena garro	""	""	""	Bootstrapped from incumbent path
creator_01365	Heinrich Boll	heinrich boll	""	""	""	Bootstrapped from incumbent path
creator_01366	Vaclav Havel	vaclav havel	""	""	""	Bootstrapped from incumbent path
creator_01367	Ismail Kadare	ismail kadare	""	""	""	Bootstrapped from incumbent path
creator_01368	John le Carre	john le carre	""	""	""	Bootstrapped from incumbent path
creator_01369	Mario Vargas Llosa	mario vargas llosa	""	""	""	Bootstrapped from incumbent path
creator_01370	Abdullah Hussein	abdullah hussein	""	""	""	Bootstrapped from incumbent path
creator_01371	Maurice Sendak	maurice sendak	""	""	""	Bootstrapped from incumbent path
creator_01372	Sylvia Plath	sylvia plath	""	""	""	Bootstrapped from incumbent path
creator_01373	Forugh Farrokhzad	forugh farrokhzad	""	""	""	Bootstrapped from incumbent path
creator_01374	Waguih Ghali	waguih ghali	""	""	""	Bootstrapped from incumbent path
creator_01375	Amiri Baraka	amiri baraka	""	""	""	Bootstrapped from incumbent path
creator_01376	Frank O'Hara	frank ohara	""	""	""	Bootstrapped from incumbent path
creator_01377	Gurdial Singh	gurdial singh	""	""	""	Bootstrapped from incumbent path
creator_01378	Hone Tuwhare	hone tuwhare	""	""	""	Bootstrapped from incumbent path
creator_01379	Parijat	parijat	""	""	""	Bootstrapped from incumbent path
creator_01380	John Berryman	john berryman	""	""	""	Bootstrapped from incumbent path
creator_01381	Gabriel Okara	gabriel okara	""	""	""	Bootstrapped from incumbent path
creator_01382	Philip Larkin	philip larkin	""	""	""	Bootstrapped from incumbent path
creator_01383	Oodgeroo Noonuccal	oodgeroo noonuccal	""	""	""	Bootstrapped from incumbent path
creator_01384	Ngugi wa Thiong'o	ngugi wa thiongo	""	""	""	Bootstrapped from incumbent path
creator_01385	Girish Karnad	girish karnad	""	""	""	Bootstrapped from incumbent path
creator_01386	Ibuse Masuji	ibuse masuji	""	""	""	Bootstrapped from incumbent path
creator_01387	Bohumil Hrabal	bohumil hrabal	""	""	""	Bootstrapped from incumbent path
creator_01388	Ranko Marinkovic	ranko marinkovic	""	""	""	Bootstrapped from incumbent path
creator_01389	Frank Herbert	frank herbert	""	""	""	Bootstrapped from incumbent path
creator_01390	Danilo Kis	danilo kis	""	""	""	Bootstrapped from incumbent path
creator_01391	U. R. Ananthamurthy	u r ananthamurthy	""	""	""	Bootstrapped from incumbent path
creator_01392	Harold Pinter	harold pinter	""	""	""	Bootstrapped from incumbent path
creator_01393	Dalton Trevisan	dalton trevisan	""	""	""	Bootstrapped from incumbent path
creator_01394	Sohrab Sepehri	sohrab sepehri	""	""	""	Bootstrapped from incumbent path
creator_01395	Ama Ata Aidoo	ama ata aidoo	""	""	""	Bootstrapped from incumbent path
creator_01396	Tayeb Salih	tayeb salih	""	""	""	Bootstrapped from incumbent path
creator_01397	Okot p'Bitek	okot pbitek	""	""	""	Bootstrapped from incumbent path
creator_01398	Thomas Pynchon	thomas pynchon	""	""	""	Bootstrapped from incumbent path
creator_01399	Rahi Masoom Raza	rahi masoom raza	""	""	""	Bootstrapped from incumbent path
creator_01400	Mesa Selimovic	mesa selimovic	""	""	""	Bootstrapped from incumbent path
creator_01401	Flora Nwapa	flora nwapa	""	""	""	Bootstrapped from incumbent path
creator_01402	Miguel Delibes	miguel delibes	""	""	""	Bootstrapped from incumbent path
creator_01403	Truman Capote	truman capote	""	""	""	Bootstrapped from incumbent path
creator_01404	Krishna Sobti	krishna sobti	""	""	""	Bootstrapped from incumbent path
creator_01405	Jose Lezama Lima	jose lezama lima	""	""	""	Bootstrapped from incumbent path
creator_01406	Endo Shusaku	endo shusaku	""	""	""	Bootstrapped from incumbent path
creator_01407	Elechi Amadi	elechi amadi	""	""	""	Bootstrapped from incumbent path
creator_01408	Bernard Malamud	bernard malamud	""	""	""	Bootstrapped from incumbent path
creator_01409	Nadine Gordimer	nadine gordimer	""	""	""	Bootstrapped from incumbent path
creator_01410	Grace Ogot	grace ogot	""	""	""	Bootstrapped from incumbent path
creator_01411	Tom Stoppard	tom stoppard	""	""	""	Bootstrapped from incumbent path
creator_01412	Shivaji Sawant	shivaji sawant	""	""	""	Bootstrapped from incumbent path
creator_01413	Boris Pahor	boris pahor	""	""	""	Bootstrapped from incumbent path
creator_01414	Ira Levin	ira levin	""	""	""	Bootstrapped from incumbent path
creator_01415	Ashapurna Devi	ashapurna devi	""	""	""	Bootstrapped from incumbent path
creator_01416	Kamau Brathwaite	kamau brathwaite	""	""	""	Bootstrapped from incumbent path
creator_01417	Ursula K. Le Guin	ursula k le guin	""	""	""	Bootstrapped from incumbent path
creator_01418	Yambo Ouologuem	yambo ouologuem	""	""	""	Bootstrapped from incumbent path
creator_01419	Haddis Alemayehu	haddis alemayehu	""	""	""	Bootstrapped from incumbent path
creator_01420	N. Scott Momaday	n scott momaday	""	""	""	Bootstrapped from incumbent path
creator_01421	Amos Oz	amos oz	""	""	""	Bootstrapped from incumbent path
creator_01422	Shrilal Shukla	shrilal shukla	""	""	""	Bootstrapped from incumbent path
creator_01423	John Brunner	john brunner	""	""	""	Bootstrapped from incumbent path
creator_01424	Ayi Kwei Armah	ayi kwei armah	""	""	""	Bootstrapped from incumbent path
creator_01425	Peter S. Beagle	peter s beagle	""	""	""	Bootstrapped from incumbent path
creator_01426	Ahmadou Kourouma	ahmadou kourouma	""	""	""	Bootstrapped from incumbent path
creator_01427	Bessie Head	bessie head	""	""	""	Bootstrapped from incumbent path
creator_01428	Park Kyong-ni	park kyong ni	""	""	""	Bootstrapped from incumbent path
creator_01429	Athol Fugard	athol fugard	""	""	""	Bootstrapped from incumbent path
creator_01430	Elena Poniatowska	elena poniatowska	""	""	""	Bootstrapped from incumbent path
creator_01431	O. V. Vijayan	o v vijayan	""	""	""	Bootstrapped from incumbent path
creator_01432	Monique Wittig	monique wittig	""	""	""	Bootstrapped from incumbent path
creator_01433	Philip Roth	philip roth	""	""	""	Bootstrapped from incumbent path
creator_01434	Hushang Golshiri	hushang golshiri	""	""	""	Bootstrapped from incumbent path
creator_01435	Simin Daneshvar	simin daneshvar	""	""	""	Bootstrapped from incumbent path
creator_01436	N. Scott Momaday and Kiowa tradition	n scott momaday and kiowa tradition	""	""	""	Bootstrapped from incumbent path
creator_01437	Naveen	naveen	""	""	""	Bootstrapped from incumbent path
creator_01438	John Fowles	john fowles	""	""	""	Bootstrapped from incumbent path
creator_01439	Ebrahim Hussein	ebrahim hussein	""	""	""	Bootstrapped from incumbent path
creator_01440	Merle Hodge	merle hodge	""	""	""	Bootstrapped from incumbent path
creator_01441	Derek Walcott	derek walcott	""	""	""	Bootstrapped from incumbent path
creator_01442	Nuruddin Farah	nuruddin farah	""	""	""	Bootstrapped from incumbent path
creator_01443	Markoosie Patsauq	markoosie patsauq	""	""	""	Bootstrapped from incumbent path
creator_01444	Birendra Kumar Bhattacharya	birendra kumar bhattacharya	""	""	""	Bootstrapped from incumbent path
creator_01445	Jayakanthan	jayakanthan	""	""	""	Bootstrapped from incumbent path
creator_01446	Toni Morrison	toni morrison	""	""	""	Bootstrapped from incumbent path
creator_01447	Vincent Eri	vincent eri	""	""	""	Bootstrapped from incumbent path
creator_01448	Yun Dong-ju	yun dong ju	""	""	""	Bootstrapped from incumbent path
creator_01449	Jose Donoso	jose donoso	""	""	""	Bootstrapped from incumbent path
creator_01450	Magda Szabo	magda szabo	""	""	""	Bootstrapped from incumbent path
creator_01451	John Gardner	john gardner	""	""	""	Bootstrapped from incumbent path
creator_01452	Christopher Okigbo	christopher okigbo	""	""	""	Bootstrapped from incumbent path
creator_01453	Robert C. O'Brien	robert c obrien	""	""	""	Bootstrapped from incumbent path
creator_01454	Euphrase Kezilahabi	euphrase kezilahabi	""	""	""	Bootstrapped from incumbent path
creator_01455	Pai Hsien-yung	pai hsien yung	""	""	""	Bootstrapped from incumbent path
creator_01456	E. L. Doctorow	e l doctorow	""	""	""	Bootstrapped from incumbent path
creator_01457	Oguz Atay	oguz atay	""	""	""	Bootstrapped from incumbent path
creator_01458	William Peter Blatty	william peter blatty	""	""	""	Bootstrapped from incumbent path
creator_01459	Kofi Awoonor	kofi awoonor	""	""	""	Bootstrapped from incumbent path
creator_01460	Otar Chiladze	otar chiladze	""	""	""	Bootstrapped from incumbent path
creator_01461	Mohamed Said Abdulla	mohamed said abdulla	""	""	""	Bootstrapped from incumbent path
creator_01462	Ishmael Reed	ishmael reed	""	""	""	Bootstrapped from incumbent path
creator_01463	Witi Ihimaera	witi ihimaera	""	""	""	Bootstrapped from incumbent path
creator_01464	Arkady and Boris Strugatsky	arkady and boris strugatsky	""	""	""	Bootstrapped from incumbent path
creator_01465	Athol Fugard, John Kani, and Winston Ntshona	athol fugard john kani and winston ntshona	""	""	""	Bootstrapped from incumbent path
creator_01466	John Ruganda	john ruganda	""	""	""	Bootstrapped from incumbent path
creator_01467	Richard Adams	richard adams	""	""	""	Bootstrapped from incumbent path
creator_01468	Michael Moorcock	michael moorcock	""	""	""	Bootstrapped from incumbent path
creator_01469	Adrienne Rich	adrienne rich	""	""	""	Bootstrapped from incumbent path
creator_01470	Mohamed Choukri	mohamed choukri	""	""	""	Bootstrapped from incumbent path
